Admin2,Current_Deaths,% change in deaths,Current_Confirmed,Province_State,change in cases,% change in cases
St. Joseph,[1],[inf],[30],Michigan,[9],[0.42857143]
Tuscola,[13],[0.85714286],[98],Michigan,[53],[1.17777778]
Unassigned,[0],[-1.],[0],Michigan,[-86],[-1.]
Van Buren,[2],[1.],[46],Michigan,[25],[1.19047619]
Washtenaw,[59],[2.27777778],[1049],Michigan,[333],[0.4650838]
Wayne,[1727],[1.453125],[16494],Michigan,[5330],[0.47742745]
Wexford,[2],[1.],[10],Michigan,[3],[0.42857143]
Aitkin,[0],[],[1],Minnesota,[],[]
Anoka,[8],[inf],[196],Minnesota,[128],[1.88235294]
Becker,[0],[nan],[2],Minnesota,[0],[0.]
Beltrami,[0],[nan],[6],Minnesota,[1],[0.2]
Benton,[0],[nan],[10],Minnesota,[9],[9.]
Big Stone,[0],[nan],[2],Minnesota,[1],[1.]
Blue Earth,[0],[nan],[34],Minnesota,[12],[0.54545455]
Brown,[1],[0.],[8],Minnesota,[1],[0.14285714]
Carlton,[0],[nan],[55],Minnesota,[30],[1.2]
Carver,[0],[nan],[20],Minnesota,[7],[0.53846154]
Cass,[0],[nan],[5],Minnesota,[1],[0.25]
Chippewa,[0],[],[2],Minnesota,[],[]
Chisago,[1],[0.],[10],Minnesota,[3],[0.42857143]
Clay,[10],[inf],[152],Minnesota,[112],[2.8]
Clearwater,[0],[nan],[2],Minnesota,[0],[0.]
Cottonwood,[0],[nan],[20],Minnesota,[14],[2.33333333]
Crow Wing,[1],[inf],[20],Minnesota,[4],[0.25]
Dakota,[9],[1.25],[157],Minnesota,[62],[0.65263158]
Dodge,[0],[nan],[19],Minnesota,[3],[0.1875]
Douglas,[0],[nan],[2],Minnesota,[1],[1.]
Faribault,[0],[nan],[5],Minnesota,[1],[0.25]
Fillmore,[1],[inf],[12],Minnesota,[2],[0.2]
Freeborn,[0],[nan],[34],Minnesota,[10],[0.41666667]
Goodhue,[0],[nan],[19],Minnesota,[2],[0.11764706]
Hennepin,[209],[5.14705882],[1633],Minnesota,[1076],[1.93177738]
Houston,[0],[nan],[1],Minnesota,[0],[0.]
Isanti,[0],[nan],[6],Minnesota,[2],[0.5]
Itasca,[0],[nan],[3],Minnesota,[1],[0.5]
Jackson,[0],[nan],[12],Minnesota,[11],[11.]
Kandiyohi,[1],[inf],[88],Minnesota,[86],[43.]
Kittson,[0],[],[1],Minnesota,[],[]
Koochiching,[0],[nan],[1],Minnesota,[0],[0.]
Lac qui Parle,[0],[nan],[1],Minnesota,[0],[0.]
Le Sueur,[0],[nan],[24],Minnesota,[3],[0.14285714]
Lincoln,[0],[nan],[3],Minnesota,[1],[0.5]
Lyon,[0],[nan],[6],Minnesota,[1],[0.2]
Mahnomen,[0],[nan],[1],Minnesota,[0],[0.]
Marshall,[0],[],[1],Minnesota,[],[]
Martin,[4],[0.],[70],Minnesota,[32],[0.84210526]
McLeod,[0],[nan],[4],Minnesota,[2],[1.]
Meeker,[0],[nan],[9],Minnesota,[7],[3.5]
Mille Lacs,[1],[],[2],Minnesota,[],[]
Morrison,[0],[],[2],Minnesota,[],[]
Mower,[0],[nan],[28],Minnesota,[3],[0.12]
Murray,[0],[nan],[11],Minnesota,[10],[10.]
Nicollet,[2],[1.],[9],Minnesota,[3],[0.5]
Nobles,[1],[inf],[615],Minnesota,[614],[614.]
Norman,[0],[],[8],Minnesota,[],[]
Olmsted,[6],[2.],[256],Minnesota,[113],[0.79020979]
Otter Tail,[0],[nan],[8],Minnesota,[4],[1.]
Pennington,[0],[],[1],Minnesota,[],[]
Pine,[0],[nan],[56],Minnesota,[51],[10.2]
Pipestone,[0],[nan],[2],Minnesota,[1],[1.]
Polk,[0],[nan],[27],Minnesota,[26],[26.]
Ramsey,[24],[3.],[332],Minnesota,[180],[1.18421053]
Red Lake,[0],[nan],[1],Minnesota,[0],[0.]
Redwood,[0],[nan],[1],Minnesota,[0],[0.]
Renville,[0],[nan],[4],Minnesota,[1],[0.33333333]
Rice,[1],[inf],[12],Minnesota,[8],[2.]
Rock,[0],[nan],[9],Minnesota,[7],[3.5]
Roseau,[0],[nan],[1],Minnesota,[0],[0.]
Scott,[1],[0.],[41],Minnesota,[21],[1.05]
Sherburne,[0],[nan],[26],Minnesota,[17],[1.88888889]
Sibley,[0],[nan],[2],Minnesota,[1],[1.]
St. Louis,[11],[1.2],[71],Minnesota,[33],[0.86842105]
Stearns,[0],[nan],[166],Minnesota,[159],[22.71428571]
Steele,[0],[nan],[15],Minnesota,[6],[0.66666667]
Swift,[0],[nan],[2],Minnesota,[1],[1.]
Todd,[0],[nan],[7],Minnesota,[5],[2.5]
Traverse,[0],[nan],[2],Minnesota,[0],[0.]
Unassigned,[0],[nan],[7],Minnesota,[2],[0.4]
Wabasha,[0],[nan],[8],Minnesota,[2],[0.33333333]
Wadena,[0],[],[1],Minnesota,[],[]
Waseca,[0],[nan],[4],Minnesota,[1],[0.33333333]
Washington,[9],[2.],[120],Minnesota,[40],[0.5]
Watonwan,[0],[nan],[9],Minnesota,[5],[1.25]
Wilkin,[3],[2.],[12],Minnesota,[5],[0.71428571]
Winona,[14],[1.33333333],[66],Minnesota,[36],[1.2]
Wright,[1],[0.],[40],Minnesota,[23],[1.35294118]
Yellow Medicine,[0],[nan],[3],Minnesota,[0],[0.]
Adams,[8],[7.],[129],Mississippi,[78],[1.52941176]
Alcorn,[1],[inf],[10],Mississippi,[3],[0.42857143]
Amite,[0],[-1.],[26],Mississippi,[14],[1.16666667]
Attala,[0],[nan],[94],Mississippi,[74],[3.7]
Benton,[0],[nan],[9],Mississippi,[4],[0.8]
Bolivar,[7],[1.33333333],[101],Mississippi,[33],[0.48529412]
Calhoun,[3],[inf],[51],Mississippi,[33],[1.83333333]
Carroll,[1],[inf],[25],Mississippi,[18],[2.57142857]
Chickasaw,[7],[2.5],[68],Mississippi,[44],[1.83333333]
Choctaw,[1],[0.],[13],Mississippi,[3],[0.3]
Claiborne,[0],[nan],[20],Mississippi,[14],[2.33333333]
Clarke,[3],[2.],[53],Mississippi,[40],[3.07692308]
Clay,[2],[inf],[34],Mississippi,[16],[0.88888889]
Coahoma,[3],[2.],[61],Mississippi,[23],[0.60526316]
Copiah,[1],[inf],[88],Mississippi,[57],[1.83870968]
Covington,[0],[nan],[55],Mississippi,[41],[2.92857143]
DeSoto,[4],[1.],[277],Mississippi,[106],[0.61988304]
Forrest,[10],[4.],[198],Mississippi,[103],[1.08421053]
Franklin,[1],[inf],[16],Mississippi,[6],[0.6]
George,[1],[inf],[13],Mississippi,[6],[0.85714286]
Greene,[1],[inf],[5],Mississippi,[3],[1.5]
Grenada,[0],[nan],[28],Mississippi,[18],[1.8]
Hancock,[5],[0.],[61],Mississippi,[21],[0.525]
Harrison,[6],[0.2],[171],Mississippi,[61],[0.55454545]
Hinds,[7],[2.5],[450],Mississippi,[203],[0.82186235]
Holmes,[5],[0.66666667],[129],Mississippi,[85],[1.93181818]
Humphreys,[3],[2.],[22],Mississippi,[13],[1.44444444]
Itawamba,[2],[inf],[51],Mississippi,[42],[4.66666667]
Jackson,[6],[0.2],[255],Mississippi,[115],[0.82142857]
Jasper,[1],[inf],[34],Mississippi,[20],[1.42857143]
Jefferson,[0],[nan],[23],Mississippi,[19],[4.75]
Jefferson Davis,[1],[inf],[31],Mississippi,[26],[5.2]
Jones,[1],[inf],[136],Mississippi,[103],[3.12121212]
Kemper,[1],[inf],[56],Mississippi,[42],[3.]
Lafayette,[3],[2.],[88],Mississippi,[59],[2.03448276]
Lamar,[2],[1.],[102],Mississippi,[70],[2.1875]
Lauderdale,[19],[1.375],[334],Mississippi,[199],[1.47407407]
Lawrence,[0],[nan],[42],Mississippi,[36],[6.]
Leake,[2],[inf],[190],Mississippi,[163],[6.03703704]
Lee,[4],[0.],[70],Mississippi,[27],[0.62790698]
Leflore,[16],[3.],[145],Mississippi,[100],[2.22222222]
Lincoln,[9],[1.25],[141],Mississippi,[95],[2.06521739]
Lowndes,[2],[inf],[49],Mississippi,[25],[1.04166667]
Madison,[8],[3.],[224],Mississippi,[121],[1.17475728]
Marion,[5],[inf],[69],Mississippi,[48],[2.28571429]
Marshall,[2],[0.],[42],Mississippi,[9],[0.27272727]
Monroe,[13],[5.5],[157],Mississippi,[121],[3.36111111]
Montgomery,[1],[0.],[20],Mississippi,[6],[0.42857143]
Neshoba,[3],[inf],[174],Mississippi,[143],[4.61290323]
Newton,[0],[nan],[78],Mississippi,[68],[6.8]
Noxubee,[0],[nan],[61],Mississippi,[55],[9.16666667]
Oktibbeha,[3],[2.],[49],Mississippi,[12],[0.32432432]
Panola,[2],[0.],[38],Mississippi,[16],[0.72727273]
Pearl River,[18],[1.57142857],[157],Mississippi,[74],[0.89156627]
Perry,[1],[0.],[26],Mississippi,[8],[0.44444444]
Pike,[7],[6.],[143],Mississippi,[89],[1.64814815]
Pontotoc,[2],[1.],[18],Mississippi,[3],[0.2]
Prentiss,[1],[inf],[32],Mississippi,[19],[1.46153846]
Quitman,[0],[nan],[14],Mississippi,[2],[0.16666667]
Rankin,[5],[1.5],[182],Mississippi,[83],[0.83838384]
Scott,[0],[nan],[296],Mississippi,[242],[4.48148148]
Sharkey,[0],[nan],[5],Mississippi,[2],[0.66666667]
Simpson,[0],[nan],[45],Mississippi,[38],[5.42857143]
Smith,[4],[3.],[73],Mississippi,[49],[2.04166667]
Stone,[0],[nan],[22],Mississippi,[12],[1.2]
Sunflower,[2],[1.],[53],Mississippi,[18],[0.51428571]
Tallahatchie,[1],[inf],[11],Mississippi,[8],[2.66666667]
Tate,[0],[nan],[41],Mississippi,[17],[0.70833333]
Tippah,[7],[0.16666667],[53],Mississippi,[10],[0.23255814]
Tishomingo,[0],[nan],[7],Mississippi,[5],[2.5]
Tunica,[1],[0.],[35],Mississippi,[14],[0.66666667]
Unassigned,[0],[nan],[0],Mississippi,[0],[nan]
Union,[1],[0.],[16],Mississippi,[9],[1.28571429]
Walthall,[0],[nan],[30],Mississippi,[12],[0.66666667]
Warren,[2],[inf],[65],Mississippi,[51],[3.64285714]
Washington,[3],[0.5],[77],Mississippi,[24],[0.45283019]
Wayne,[0],[nan],[20],Mississippi,[12],[1.5]
Webster,[1],[0.],[17],Mississippi,[3],[0.21428571]
Wilkinson,[7],[1.33333333],[69],Mississippi,[24],[0.53333333]
Winston,[0],[nan],[43],Mississippi,[24],[1.26315789]
Yalobusha,[0],[nan],[19],Mississippi,[5],[0.35714286]
Yazoo,[1],[0.],[134],Mississippi,[71],[1.12698413]
Adair,[0],[nan],[12],Missouri,[1],[0.09090909]
Andrew,[0],[nan],[2],Missouri,[1],[1.]
Atchison,[0],[nan],[2],Missouri,[1],[1.]
Audrain,[0],[],[1],Missouri,[],[]
Barry,[0],[nan],[6],Missouri,[4],[2.]
Bates,[1],[inf],[6],Missouri,[0],[0.]
Benton,[0],[nan],[4],Missouri,[1],[0.33333333]
Bollinger,[0],[nan],[4],Missouri,[1],[0.33333333]
Boone,[1],[0.],[99],Missouri,[19],[0.2375]
Buchanan,[1],[0.],[76],Missouri,[56],[2.8]
Butler,[0],[nan],[26],Missouri,[13],[1.]
Caldwell,[0],[nan],[3],Missouri,[2],[2.]
Callaway,[1],[0.],[22],Missouri,[2],[0.1]
Camden,[1],[0.],[35],Missouri,[9],[0.34615385]
Cape Girardeau,[1],[0.],[49],Missouri,[21],[0.75]
Carroll,[0],[],[3],Missouri,[],[]
Carter,[1],[0.],[3],Missouri,[0],[0.]
Cass,[6],[2.],[61],Missouri,[24],[0.64864865]
Cedar,[0],[nan],[5],Missouri,[0],[0.]
Chariton,[0],[nan],[5],Missouri,[1],[0.25]
Christian,[0],[nan],[19],Missouri,[2],[0.11764706]
Clark,[0],[nan],[1],Missouri,[0],[0.]
Clay,[2],[0.],[69],Missouri,[21],[0.4375]
Clinton,[0],[nan],[11],Missouri,[0],[0.]
Cole,[1],[0.],[50],Missouri,[14],[0.38888889]
Cooper,[0],[nan],[7],Missouri,[3],[0.75]
Crawford,[0],[nan],[7],Missouri,[3],[0.75]
Dallas,[0],[nan],[2],Missouri,[0],[0.]
Daviess,[0],[],[2],Missouri,[],[]
DeKalb,[0],[nan],[3],Missouri,[0],[0.]
Dunklin,[2],[inf],[21],Missouri,[7],[0.5]
Franklin,[12],[3.],[112],Missouri,[29],[0.34939759]
Gasconade,[0],[nan],[2],Missouri,[0],[0.]
Gentry,[0],[nan],[1],Missouri,[0],[0.]
Greene,[8],[0.],[95],Missouri,[16],[0.20253165]
Harrison,[0],[nan],[6],Missouri,[0],[0.]
Henry,[1],[0.],[8],Missouri,[4],[1.]
Holt,[0],[],[1],Missouri,[],[]
Howard,[0],[nan],[2],Missouri,[1],[1.]
Howell,[0],[nan],[5],Missouri,[1],[0.25]
Iron,[0],[nan],[2],Missouri,[1],[1.]
Jackson,[13],[0.85714286],[313],Missouri,[88],[0.39111111]
Jasper,[0],[nan],[24],Missouri,[6],[0.33333333]
Jefferson,[4],[0.33333333],[273],Missouri,[149],[1.2016129]
Johnson,[0],[nan],[54],Missouri,[17],[0.45945946]
Kansas City,[16],[1.],[520],Missouri,[212],[0.68831169]
Lafayette,[1],[0.],[36],Missouri,[8],[0.28571429]
Lewis,[1],[],[6],Missouri,[],[]
Lincoln,[1],[0.],[71],Missouri,[45],[1.73076923]
Linn,[1],[inf],[5],Missouri,[2],[0.66666667]
Livingston,[0],[nan],[2],Missouri,[1],[1.]
Macon,[0],[nan],[2],Missouri,[0],[0.]
Madison,[0],[nan],[1],Missouri,[0],[0.]
Maries,[0],[nan],[2],Missouri,[0],[0.]
Marion,[0],[],[5],Missouri,[],[]
McDonald,[0],[nan],[4],Missouri,[1],[0.33333333]
Miller,[0],[],[1],Missouri,[],[]
Mississippi,[0],[],[23],Missouri,[],[]
Moniteau,[0],[nan],[52],Missouri,[48],[12.]
Montgomery,[0],[nan],[7],Missouri,[1],[0.16666667]
Morgan,[0],[nan],[3],Missouri,[2],[2.]
New Madrid,[0],[nan],[9],Missouri,[1],[0.125]
Newton,[1],[inf],[10],Missouri,[2],[0.25]
Nodaway,[0],[nan],[3],Missouri,[1],[0.5]
Oregon,[0],[nan],[1],Missouri,[0],[0.]
Osage,[0],[nan],[5],Missouri,[1],[0.25]
Pemiscot,[1],[inf],[25],Missouri,[21],[5.25]
Perry,[0],[nan],[43],Missouri,[8],[0.22857143]
Pettis,[0],[nan],[34],Missouri,[31],[10.33333333]
Phelps,[0],[nan],[2],Missouri,[1],[1.]
Pike,[0],[nan],[10],Missouri,[4],[0.66666667]
Platte,[0],[nan],[32],Missouri,[7],[0.28]
Polk,[0],[nan],[1],Missouri,[0],[0.]
Pulaski,[1],[0.],[34],Missouri,[23],[2.09090909]
Ralls,[0],[nan],[1],Missouri,[0],[0.]
Randolph,[0],[nan],[8],Missouri,[0],[0.]
Ray,[0],[nan],[12],Missouri,[5],[0.71428571]
Reynolds,[0],[nan],[2],Missouri,[0],[0.]
Ripley,[0],[nan],[5],Missouri,[2],[0.66666667]
Saline,[0],[nan],[188],Missouri,[166],[7.54545455]
Scotland,[0],[nan],[4],Missouri,[1],[0.33333333]
Scott,[2],[inf],[63],Missouri,[48],[3.2]
Shelby,[0],[nan],[1],Missouri,[0],[0.]
St. Charles,[34],[2.09090909],[596],Missouri,[230],[0.6284153]
St. Clair,[0],[nan],[2],Missouri,[0],[0.]
St. Francois,[1],[0.],[28],Missouri,[5],[0.2173913]
St. Louis,[159],[2.78571429],[3060],Missouri,[1427],[0.87385181]
St. Louis City,[60],[2.52941176],[1126],Missouri,[481],[0.74573643]
Ste. Genevieve,[1],[0.],[7],Missouri,[0],[0.]
Stoddard,[0],[nan],[19],Missouri,[10],[1.11111111]
Stone,[0],[nan],[3],Missouri,[0],[0.]
Taney,[1],[0.],[11],Missouri,[4],[0.57142857]
Texas,[0],[nan],[0],Missouri,[0],[nan]
Unassigned,[0],[-1.],[1],Missouri,[1],[inf]
Vernon,[0],[nan],[4],Missouri,[1],[0.33333333]
Warren,[0],[nan],[22],Missouri,[9],[0.69230769]
Washington,[1],[inf],[8],Missouri,[7],[7.]
Webster,[0],[nan],[15],Missouri,[11],[2.75]
Worth,[0],[nan],[1],Missouri,[0],[0.]
Wright,[0],[nan],[10],Missouri,[3],[0.42857143]
Beaverhead,[0],[nan],[1],Montana,[0],[0.]
Big Horn,[0],[nan],[3],Montana,[2],[2.]
Broadwater,[0],[nan],[4],Montana,[0],[0.]
Carbon,[0],[nan],[6],Montana,[0],[0.]
Cascade,[2],[inf],[15],Montana,[2],[0.15384615]
Deer Lodge,[0],[nan],[3],Montana,[0],[0.]
Flathead,[2],[inf],[37],Montana,[3],[0.08823529]
Gallatin,[1],[inf],[146],Montana,[8],[0.05797101]
Glacier,[0],[nan],[6],Montana,[3],[1.]
Golden Valley,[0],[nan],[3],Montana,[2],[2.]
Hill,[0],[nan],[1],Montana,[0],[0.]
Jefferson,[0],[nan],[2],Montana,[0],[0.]
Lake,[0],[nan],[5],Montana,[0],[0.]
Lewis and Clark,[0],[nan],[16],Montana,[0],[0.]
Liberty,[0],[nan],[1],Montana,[0],[0.]
Lincoln,[1],[0.],[7],Montana,[0],[0.]
Madison,[1],[0.],[8],Montana,[0],[0.]
Meagher,[0],[nan],[1],Montana,[0],[0.]
Missoula,[1],[0.],[39],Montana,[9],[0.3]
Musselshell,[0],[nan],[1],Montana,[0],[0.]
Park,[0],[nan],[7],Montana,[0],[0.]
Pondera,[0],[],[2],Montana,[],[]
Ravalli,[0],[nan],[5],Montana,[2],[0.66666667]
Richland,[0],[nan],[3],Montana,[0],[0.]
Roosevelt,[0],[nan],[7],Montana,[4],[1.33333333]
Silver Bow,[0],[nan],[11],Montana,[0],[0.]
Stillwater,[0],[nan],[1],Montana,[0],[0.]
Toole,[6],[1.],[29],Montana,[4],[0.16]
Unassigned,[0],[nan],[0],Montana,[0],[nan]
Wheatland,[0],[],[1],Montana,[],[]
Yellowstone,[2],[inf],[80],Montana,[22],[0.37931034]
Adams,[2],[inf],[147],Nebraska,[93],[1.72222222]
Antelope,[0],[nan],[2],Nebraska,[1],[1.]
Arthur,[0],[],[0],Nebraska,[],[]
Box Butte,[0],[nan],[1],Nebraska,[0],[0.]
Buffalo,[1],[0.],[97],Nebraska,[62],[1.77142857]
Burt,[0],[nan],[2],Nebraska,[1],[1.]
Butler,[0],[],[2],Nebraska,[],[]
Cass,[0],[nan],[5],Nebraska,[2],[0.66666667]
Cedar,[0],[nan],[2],Nebraska,[2],[inf]
Cherry,[0],[nan],[1],Nebraska,[0],[0.]
Cheyenne,[0],[nan],[6],Nebraska,[3],[1.]
Clay,[0],[nan],[9],Nebraska,[7],[3.5]
Colfax,[0],[nan],[44],Nebraska,[40],[10.]
Cuming,[0],[nan],[5],Nebraska,[3],[1.5]
Custer,[2],[inf],[22],Nebraska,[9],[0.69230769]
Dakota,[0],[nan],[608],Nebraska,[608],[inf]
Dawes,[0],[],[0],Nebraska,[],[]
Dawson,[0],[nan],[424],Nebraska,[412],[34.33333333]
Dixon,[0],[],[5],Nebraska,[],[]
Dodge,[0],[nan],[53],Nebraska,[44],[4.88888889]
Douglas,[10],[1.],[580],Nebraska,[341],[1.42677824]
Fillmore,[0],[],[1],Nebraska,[],[]
Franklin,[0],[nan],[3],Nebraska,[1],[0.5]
Furnas,[0],[],[3],Nebraska,[],[]
Gage,[3],[2.],[35],Nebraska,[10],[0.4]
Gosper,[0],[nan],[9],Nebraska,[8],[8.]
Greeley,[0],[],[2],Nebraska,[],[]
Hall,[12],[2.],[943],Nebraska,[784],[4.93081761]
Hamilton,[2],[inf],[41],Nebraska,[30],[2.72727273]
Howard,[0],[],[12],Nebraska,[],[]
Jefferson,[0],[],[3],Nebraska,[],[]
Johnson,[0],[nan],[4],Nebraska,[3],[3.]
Kearney,[0],[nan],[4],Nebraska,[1],[0.33333333]
Kimball,[0],[nan],[9],Nebraska,[0],[0.]
Knox,[0],[nan],[2],Nebraska,[0],[0.]
Lancaster,[1],[0.],[204],Nebraska,[152],[2.92307692]
Lincoln,[1],[0.],[23],Nebraska,[6],[0.35294118]
Logan,[0],[nan],[0],Nebraska,[0],[nan]
Madison,[2],[0.],[109],Nebraska,[103],[17.16666667]
Merrick,[0],[nan],[12],Nebraska,[10],[5.]
Morrill,[0],[],[1],Nebraska,[],[]
Nance,[0],[],[1],Nebraska,[],[]
Nemaha,[0],[nan],[1],Nebraska,[0],[0.]
Otoe,[0],[nan],[1],Nebraska,[0],[0.]
Phelps,[0],[nan],[2],Nebraska,[1],[1.]
Pierce,[0],[nan],[1],Nebraska,[0],[0.]
Platte,[0],[nan],[66],Nebraska,[60],[10.]
Polk,[0],[nan],[7],Nebraska,[6],[6.]
Red Willow,[0],[],[2],Nebraska,[],[]
Saline,[0],[],[107],Nebraska,[],[]
Sarpy,[0],[nan],[113],Nebraska,[72],[1.75609756]
Saunders,[0],[nan],[9],Nebraska,[4],[0.8]
Scotts Bluff,[0],[nan],[29],Nebraska,[15],[1.07142857]
Seward,[1],[inf],[7],Nebraska,[6],[6.]
Sherman,[0],[],[1],Nebraska,[],[]
Stanton,[0],[nan],[4],Nebraska,[3],[3.]
Thurston,[0],[],[4],Nebraska,[],[]
Unassigned,[18],[8.],[23],Nebraska,[0],[0.]
Valley,[0],[],[1],Nebraska,[],[]
Washington,[1],[inf],[22],Nebraska,[2],[0.1]
Wayne,[0],[nan],[1],Nebraska,[0],[0.]
Webster,[0],[nan],[3],Nebraska,[2],[2.]
York,[0],[nan],[11],Nebraska,[8],[2.66666667]
Carson City,[1],[inf],[44],Nevada,[28],[1.75]
Churchill,[0],[],[3],Nevada,[],[]
Clark,[196],[0.96],[3891],Nevada,[1567],[0.6742685]
Douglas,[0],[nan],[19],Nevada,[9],[0.9]
Elko,[1],[0.],[15],Nevada,[4],[0.36363636]
Eureka,[0],[],[0],Nevada,[],[]
Humboldt,[2],[inf],[38],Nevada,[20],[1.11111111]
Lander,[0],[],[7],Nevada,[],[]
Lincoln,[0],[nan],[0],Nevada,[-1],[-1.]
Lyon,[0],[nan],[27],Nevada,[20],[2.85714286]
Mineral,[0],[],[4],Nevada,[],[]
Nye,[0],[nan],[35],Nevada,[25],[2.5]
Pershing,[0],[],[0],Nevada,[],[]
Storey,[0],[],[0],Nevada,[],[]
Unassigned,[0],[nan],[0],Nevada,[-23],[-1.]
Washoe,[30],[1.72727273],[848],Nevada,[433],[1.04337349]
White Pine,[0],[nan],[3],Nevada,[2],[2.]
Belknap,[0],[nan],[34],New Hampshire,[13],[0.61904762]
Carroll,[0],[nan],[31],New Hampshire,[3],[0.10714286]
Cheshire,[0],[nan],[40],New Hampshire,[22],[1.22222222]
Coos,[0],[nan],[2],New Hampshire,[0],[0.]
Grafton,[0],[nan],[48],New Hampshire,[5],[0.11627907]
Hillsborough,[2],[0.],[931],New Hampshire,[564],[1.53678474]
Merrimack,[0],[nan],[145],New Hampshire,[74],[1.04225352]
Rockingham,[1],[0.],[670],New Hampshire,[356],[1.13375796]
Strafford,[0],[nan],[139],New Hampshire,[81],[1.39655172]
Sullivan,[0],[nan],[11],New Hampshire,[5],[0.83333333]
Unassigned,[57],[1.85],[7],New Hampshire,[6],[6.]
Atlantic,[37],[3.625],[908],New Jersey,[655],[2.58893281]
Bergen,[1057],[1.33333333],[15446],New Jersey,[5662],[0.57869992]
Burlington,[117],[4.08695652],[2606],New Jersey,[1511],[1.37990868]
Camden,[136],[3.25],[3385],New Jersey,[2115],[1.66535433]
Cape May,[21],[1.33333333],[305],New Jersey,[160],[1.10344828]
Cumberland,[10],[2.33333333],[687],New Jersey,[522],[3.16363636]
Essex,[1139],[1.66121495],[13445],New Jersey,[6035],[0.81443995]
Gloucester,[40],[3.44444444],[1208],New Jersey,[676],[1.27067669]
Hudson,[758],[2.3539823],[14596],New Jersey,[7127],[0.95421074]
Hunterdon,[24],[1.18181818],[583],New Jersey,[269],[0.8566879]
Mercer,[220],[3.4],[3725],New Jersey,[2158],[1.3771538]
Middlesex,[531],[1.75129534],[11436],New Jersey,[5743],[1.00878272]
Monmouth,[317],[1.57723577],[5907],New Jersey,[2122],[0.56063408]
Morris,[387],[1.38888889],[5213],New Jersey,[2114],[0.68215553]
Ocean,[367],[1.65942029],[6253],New Jersey,[2699],[0.759426]
Passaic,[516],[2.9389313],[12185],New Jersey,[6595],[1.17978533]
Salem,[9],[1.25],[227],New Jersey,[166],[2.72131148]
Somerset,[252],[2.18987342],[3372],New Jersey,[1640],[0.94688222]
Sussex,[99],[1.82857143],[900],New Jersey,[417],[0.86335404]
Unassigned,[0],[-1.],[718],New Jersey,[-556],[-0.43642072]
Union,[653],[2.12440191],[12380],New Jersey,[6200],[1.00323625]
Warren,[81],[2.68181818],[880],New Jersey,[485],[1.2278481]
Bernalillo,[35],[1.1875],[765],New Mexico,[325],[0.73863636]
Catron,[1],[inf],[1],New Mexico,[0],[0.]
Chaves,[1],[inf],[22],New Mexico,[3],[0.15789474]
Cibola,[3],[2.],[47],New Mexico,[22],[0.88]
Colfax,[0],[nan],[5],New Mexico,[4],[4.]
Curry,[0],[nan],[13],New Mexico,[3],[0.3]
Dona Ana,[1],[0.],[130],New Mexico,[81],[1.65306122]
Eddy,[1],[0.],[12],New Mexico,[5],[0.71428571]
Grant,[0],[nan],[14],New Mexico,[5],[0.55555556]
Guadalupe,[0],[],[14],New Mexico,[],[]
Harding,[0],[],[1],New Mexico,[],[]
Hidalgo,[0],[nan],[0],New Mexico,[0],[nan]
Lea,[0],[nan],[10],New Mexico,[8],[4.]
Lincoln,[0],[nan],[2],New Mexico,[1],[1.]
Los Alamos,[0],[nan],[6],New Mexico,[1],[0.2]
Luna,[0],[nan],[4],New Mexico,[2],[1.]
McKinley,[16],[7.],[953],New Mexico,[809],[5.61805556]
Otero,[0],[nan],[5],New Mexico,[1],[0.25]
Quay,[1],[inf],[4],New Mexico,[3],[3.]
Rio Arriba,[0],[nan],[14],New Mexico,[7],[1.]
Roosevelt,[0],[nan],[8],New Mexico,[7],[7.]
San Juan,[38],[18.],[576],New Mexico,[425],[2.81456954]
San Miguel,[0],[nan],[2],New Mexico,[1],[1.]
Sandoval,[13],[3.33333333],[385],New Mexico,[150],[0.63829787]
Santa Fe,[0],[nan],[98],New Mexico,[23],[0.30666667]
Sierra,[0],[],[1],New Mexico,[],[]
Socorro,[2],[inf],[42],New Mexico,[30],[2.5]
Taos,[0],[nan],[17],New Mexico,[2],[0.13333333]
Torrance,[0],[nan],[15],New Mexico,[5],[0.5]
Unassigned,[0],[nan],[0],New Mexico,[0],[nan]
Union,[0],[],[3],New Mexico,[],[]
Valencia,[0],[nan],[44],New Mexico,[26],[1.44444444]
Albany,[36],[2.],[1067],New York,[589],[1.23221757]
Allegany,[2],[1.],[35],New York,[9],[0.34615385]
Broome,[21],[2.5],[273],New York,[147],[1.16666667]
Cattaraugus,[0],[nan],[47],New York,[19],[0.67857143]
Cayuga,[1],[0.],[48],New York,[17],[0.5483871]
Chautauqua,[3],[0.],[31],New York,[8],[0.34782609]
Chemung,[1],[0.],[119],New York,[59],[0.98333333]
Chenango,[0],[nan],[96],New York,[33],[0.52380952]
Clinton,[4],[1.],[59],New York,[16],[0.37209302]
Columbia,[13],[0.85714286],[165],New York,[78],[0.89655172]
Cortland,[0],[nan],[28],New York,[7],[0.33333333]
Delaware,[4],[0.33333333],[60],New York,[21],[0.53846154]
Dutchess,[36],[2.],[2881],New York,[1043],[0.56746464]
Erie,[247],[3.33333333],[3196],New York,[1625],[1.03437301]
Essex,[0],[nan],[27],New York,[15],[1.25]
Franklin,[0],[nan],[15],New York,[3],[0.25]
Fulton,[0],[nan],[67],New York,[46],[2.19047619]
Genesee,[3],[2.],[152],New York,[82],[1.17142857]
