Admin2,Current_Deaths,% change in deaths,Current_Confirmed,Province_State,change in cases,% change in cases
Marshall,[0],[nan],[5],South Dakota,[1],[0.25]
McCook,[1],[0.],[8],South Dakota,[2],[0.33333333]
McPherson,[0],[nan],[3],South Dakota,[2],[2.]
Meade,[1],[inf],[41],South Dakota,[20],[0.95238095]
Mellette,[0],[],[2],South Dakota,[],[]
Miner,[0],[nan],[4],South Dakota,[2],[1.]
Minnehaha,[54],[0.10204082],[3526],South Dakota,[171],[0.0509687]
Moody,[0],[nan],[21],South Dakota,[2],[0.10526316]
Oglala Lakota,[0],[nan],[53],South Dakota,[22],[0.70967742]
Pennington,[11],[1.75],[437],South Dakota,[202],[0.85957447]
Roberts,[0],[nan],[40],South Dakota,[4],[0.11111111]
Sanborn,[0],[nan],[12],South Dakota,[-1],[-0.07692308]
Spink,[0],[nan],[6],South Dakota,[1],[0.2]
Stanley,[0],[nan],[11],South Dakota,[1],[0.1]
Sully,[0],[nan],[1],South Dakota,[0],[0.]
Todd,[1],[0.],[50],South Dakota,[23],[0.85185185]
Tripp,[0],[nan],[9],South Dakota,[3],[0.5]
Turner,[0],[nan],[25],South Dakota,[1],[0.04166667]
Unassigned,[0],[nan],[0],South Dakota,[0],[nan]
Union,[1],[inf],[114],South Dakota,[23],[0.25274725]
Walworth,[0],[nan],[7],South Dakota,[2],[0.4]
Yankton,[0],[nan],[64],South Dakota,[13],[0.25490196]
Ziebach,[0],[nan],[2],South Dakota,[1],[1.]
Anderson,[2],[1.],[74],Tennessee,[34],[0.85]
Bedford,[4],[0.],[416],Tennessee,[133],[0.46996466]
Benton,[1],[0.],[8],Tennessee,[1],[0.14285714]
Bledsoe,[1],[0.],[614],Tennessee,[7],[0.01153213]
Blount,[3],[0.],[119],Tennessee,[28],[0.30769231]
Bradley,[2],[1.],[314],Tennessee,[192],[1.57377049]
Campbell,[1],[0.],[26],Tennessee,[8],[0.44444444]
Cannon,[0],[nan],[34],Tennessee,[13],[0.61904762]
Carroll,[1],[0.],[36],Tennessee,[9],[0.33333333]
Carter,[1],[0.],[27],Tennessee,[8],[0.42105263]
Cheatham,[0],[nan],[164],Tennessee,[41],[0.33333333]
Chester,[0],[nan],[14],Tennessee,[2],[0.16666667]
Claiborne,[0],[nan],[16],Tennessee,[7],[0.77777778]
Clay,[0],[nan],[13],Tennessee,[6],[0.85714286]
Cocke,[0],[nan],[27],Tennessee,[7],[0.35]
Coffee,[0],[nan],[99],Tennessee,[26],[0.35616438]
Crockett,[3],[0.5],[25],Tennessee,[9],[0.5625]
Cumberland,[3],[2.],[137],Tennessee,[25],[0.22321429]
Davidson,[93],[0.5],[7502],Tennessee,[2462],[0.48849206]
DeKalb,[0],[nan],[41],Tennessee,[4],[0.10810811]
Decatur,[0],[nan],[15],Tennessee,[10],[2.]
Dickson,[0],[nan],[145],Tennessee,[36],[0.33027523]
Dyer,[0],[nan],[141],Tennessee,[91],[1.82]
Fayette,[2],[0.],[193],Tennessee,[78],[0.67826087]
Fentress,[0],[nan],[15],Tennessee,[3],[0.25]
Franklin,[2],[1.],[65],Tennessee,[12],[0.22641509]
Gibson,[1],[0.],[74],Tennessee,[11],[0.17460317]
Giles,[0],[nan],[24],Tennessee,[12],[1.]
Grainger,[0],[nan],[25],Tennessee,[17],[2.125]
Greene,[2],[0.],[55],Tennessee,[5],[0.1]
Grundy,[1],[0.],[39],Tennessee,[8],[0.25806452]
Hamblen,[4],[1.],[96],Tennessee,[60],[1.66666667]
Hamilton,[24],[0.6],[2000],Tennessee,[1206],[1.51889169]
Hancock,[0],[nan],[2],Tennessee,[1],[1.]
Hardeman,[1],[inf],[252],Tennessee,[56],[0.28571429]
Hardin,[5],[1.5],[51],Tennessee,[36],[2.4]
Hawkins,[2],[0.],[38],Tennessee,[5],[0.15151515]
Haywood,[2],[0.],[40],Tennessee,[9],[0.29032258]
Henderson,[0],[nan],[19],Tennessee,[4],[0.26666667]
Henry,[0],[nan],[36],Tennessee,[6],[0.2]
Hickman,[0],[nan],[63],Tennessee,[5],[0.0862069]
Houston,[0],[nan],[10],Tennessee,[2],[0.25]
Humphreys,[1],[0.],[18],Tennessee,[5],[0.38461538]
Jackson,[0],[nan],[21],Tennessee,[4],[0.23529412]
Jefferson,[0],[nan],[59],Tennessee,[31],[1.10714286]
Johnson,[0],[nan],[26],Tennessee,[10],[0.625]
Knox,[5],[0.],[609],Tennessee,[234],[0.624]
Lake,[0],[nan],[689],Tennessee,[275],[0.66425121]
Lauderdale,[1],[0.],[71],Tennessee,[15],[0.26785714]
Lawrence,[2],[inf],[78],Tennessee,[47],[1.51612903]
Lewis,[0],[nan],[5],Tennessee,[2],[0.66666667]
Lincoln,[0],[nan],[48],Tennessee,[23],[0.92]
Loudon,[1],[inf],[226],Tennessee,[83],[0.58041958]
Macon,[3],[0.],[217],Tennessee,[81],[0.59558824]
Madison,[2],[0.],[190],Tennessee,[15],[0.08571429]
Marion,[2],[1.],[48],Tennessee,[8],[0.2]
Marshall,[1],[0.],[44],Tennessee,[13],[0.41935484]
Maury,[2],[inf],[205],Tennessee,[116],[1.30337079]
McMinn,[15],[0.07142857],[172],Tennessee,[31],[0.21985816]
McNairy,[0],[nan],[38],Tennessee,[26],[2.16666667]
Meigs,[0],[nan],[30],Tennessee,[4],[0.15384615]
Monroe,[4],[1.],[108],Tennessee,[46],[0.74193548]
Montgomery,[5],[0.66666667],[363],Tennessee,[94],[0.34944238]
Moore,[0],[nan],[5],Tennessee,[2],[0.66666667]
Morgan,[1],[inf],[22],Tennessee,[5],[0.29411765]
Obion,[1],[0.],[71],Tennessee,[41],[1.36666667]
Out of TN,[8],[1.],[566],Tennessee,[148],[0.35406699]
Overton,[0],[nan],[40],Tennessee,[14],[0.53846154]
Perry,[0],[nan],[28],Tennessee,[7],[0.33333333]
Pickett,[0],[nan],[4],Tennessee,[1],[0.33333333]
Polk,[0],[nan],[32],Tennessee,[16],[1.]
Putnam,[7],[0.4],[643],Tennessee,[164],[0.34237996]
Rhea,[0],[nan],[247],Tennessee,[37],[0.17619048]
Roane,[0],[nan],[34],Tennessee,[18],[1.125]
Robertson,[9],[2.],[703],Tennessee,[238],[0.51182796]
Rutherford,[32],[0.39130435],[1990],Tennessee,[794],[0.6638796]
Scott,[0],[nan],[15],Tennessee,[3],[0.25]
Sequatchie,[0],[nan],[22],Tennessee,[7],[0.46666667]
Sevier,[3],[0.5],[387],Tennessee,[306],[3.77777778]
Shelby,[160],[0.44144144],[7623],Tennessee,[2680],[0.54218086]
Smith,[1],[0.],[48],Tennessee,[14],[0.41176471]
Stewart,[0],[nan],[17],Tennessee,[6],[0.54545455]
Sullivan,[2],[0.],[72],Tennessee,[12],[0.2]
Sumner,[49],[0.08888889],[1155],Tennessee,[274],[0.31101022]
Tipton,[4],[0.33333333],[551],Tennessee,[109],[0.24660633]
Trousdale,[5],[0.25],[1464],Tennessee,[72],[0.05172414]
Unassigned,[0],[nan],[204],Tennessee,[112],[1.2173913]
Unicoi,[0],[nan],[52],Tennessee,[48],[12.]
Union,[0],[nan],[9],Tennessee,[5],[1.25]
Van Buren,[0],[nan],[5],Tennessee,[1],[0.25]
Warren,[0],[nan],[36],Tennessee,[13],[0.56521739]
Washington,[0],[nan],[101],Tennessee,[26],[0.34666667]
Wayne,[0],[nan],[64],Tennessee,[0],[0.]
Weakley,[0],[nan],[39],Tennessee,[13],[0.5]
White,[2],[inf],[52],Tennessee,[19],[0.57575758]
Williamson,[12],[0.2],[767],Tennessee,[215],[0.38949275]
Wilson,[14],[0.75],[580],Tennessee,[173],[0.42506143]
Anderson,[2],[inf],[1007],Texas,[935],[12.98611111]
Andrews,[0],[nan],[35],Texas,[8],[0.2962963]
Angelina,[6],[0.5],[366],Texas,[161],[0.78536585]
Aransas,[0],[nan],[7],Texas,[2],[0.4]
Archer,[0],[nan],[3],Texas,[2],[2.]
Armstrong,[0],[nan],[3],Texas,[0],[0.]
Atascosa,[2],[0.],[62],Texas,[25],[0.67567568]
Austin,[0],[nan],[42],Texas,[15],[0.55555556]
Bailey,[0],[nan],[83],Texas,[66],[3.88235294]
Bandera,[0],[nan],[13],Texas,[7],[1.16666667]
Bastrop,[4],[0.33333333],[338],Texas,[126],[0.59433962]
Baylor,[0],[],[1],Texas,[],[]
Bee,[0],[nan],[33],Texas,[24],[2.66666667]
Bell,[9],[1.25],[769],Texas,[391],[1.03439153]
Bexar,[92],[0.24324324],[5550],Texas,[2720],[0.96113074]
Blanco,[1],[0.],[14],Texas,[3],[0.27272727]
Bosque,[0],[nan],[7],Texas,[0],[0.]
Bowie,[10],[0.66666667],[394],Texas,[127],[0.47565543]
Brazoria,[18],[0.5],[1609],Texas,[692],[0.75463468]
Brazos,[25],[0.31578947],[1095],Texas,[612],[1.26708075]
Brewster,[0],[nan],[24],Texas,[23],[23.]
Briscoe,[0],[nan],[1],Texas,[0],[0.]
Brooks,[0],[nan],[3],Texas,[2],[2.]
Brown,[10],[0.11111111],[62],Texas,[4],[0.06896552]
Burleson,[0],[nan],[53],Texas,[28],[1.12]
Burnet,[3],[inf],[79],Texas,[41],[1.07894737]
Caldwell,[1],[inf],[197],Texas,[131],[1.98484848]
Calhoun,[3],[0.],[52],Texas,[15],[0.40540541]
Callahan,[2],[1.],[13],Texas,[4],[0.44444444]
Cameron,[48],[0.33333333],[1371],Texas,[607],[0.79450262]
Camp,[1],[inf],[109],Texas,[25],[0.29761905]
Carson,[0],[nan],[6],Texas,[0],[0.]
Cass,[2],[inf],[36],Texas,[7],[0.24137931]
Castro,[1],[0.],[51],Texas,[18],[0.54545455]
Chambers,[1],[inf],[138],Texas,[70],[1.02941176]
Cherokee,[2],[0.],[67],Texas,[23],[0.52272727]
Childress,[0],[nan],[6],Texas,[4],[2.]
Clay,[0],[nan],[5],Texas,[2],[0.66666667]
Cochran,[0],[nan],[1],Texas,[0],[0.]
Coke,[0],[nan],[4],Texas,[3],[3.]
Coleman,[0],[nan],[3],Texas,[0],[0.]
Collin,[38],[0.11764706],[2026],Texas,[714],[0.54420732]
Collingsworth,[0],[nan],[5],Texas,[0],[0.]
Colorado,[0],[nan],[46],Texas,[24],[1.09090909]
Comal,[7],[0.],[219],Texas,[120],[1.21212121]
Comanche,[1],[0.],[14],Texas,[2],[0.16666667]
Concho,[0],[nan],[1],Texas,[0],[0.]
Cooke,[0],[nan],[27],Texas,[13],[0.92857143]
Coryell,[2],[0.],[305],Texas,[23],[0.08156028]
Cottle,[1],[0.],[4],Texas,[0],[0.]
Crane,[5],[1.5],[45],Texas,[22],[0.95652174]
Crockett,[0],[],[5],Texas,[],[]
Crosby,[1],[0.],[8],Texas,[4],[1.]
Dallam,[1],[0.],[49],Texas,[24],[0.96]
Dallas,[311],[0.3580786],[16042],Texas,[5580],[0.53335882]
Dawson,[1],[0.],[45],Texas,[3],[0.07142857]
DeWitt,[1],[0.],[35],Texas,[18],[1.05882353]
Deaf Smith,[16],[0.23076923],[233],Texas,[69],[0.42073171]
Delta,[0],[nan],[4],Texas,[3],[3.]
Denton,[36],[0.16129032],[1980],Texas,[607],[0.4420976]
Dickens,[0],[nan],[2],Texas,[1],[1.]
Dimmit,[0],[nan],[3],Texas,[2],[2.]
Donley,[0],[nan],[27],Texas,[1],[0.03846154]
Duval,[0],[nan],[5],Texas,[0],[0.]
Eastland,[0],[nan],[7],Texas,[1],[0.16666667]
Ector,[7],[0.4],[300],Texas,[146],[0.94805195]
El Paso,[119],[0.4875],[4178],Texas,[1384],[0.49534717]
Ellis,[19],[0.35714286],[510],Texas,[175],[0.52238806]
Erath,[1],[0.],[44],Texas,[27],[1.58823529]
Falls,[0],[nan],[22],Texas,[15],[2.14285714]
Fannin,[6],[2.],[65],Texas,[24],[0.58536585]
Fayette,[2],[0.],[52],Texas,[18],[0.52941176]
Fisher,[1],[0.],[2],Texas,[0],[0.]
Floyd,[1],[inf],[18],Texas,[7],[0.63636364]
Fort Bend,[50],[0.13636364],[2726],Texas,[845],[0.44922913]
Franklin,[0],[nan],[30],Texas,[14],[0.875]
Freestone,[0],[nan],[18],Texas,[8],[0.8]
Frio,[0],[nan],[119],Texas,[82],[2.21621622]
Gaines,[0],[nan],[14],Texas,[7],[1.]
Galveston,[40],[0.08108108],[1535],Texas,[718],[0.87882497]
Garza,[0],[nan],[7],Texas,[2],[0.4]
Gillespie,[0],[nan],[16],Texas,[11],[2.2]
Glasscock,[0],[nan],[5],Texas,[4],[4.]
Goliad,[0],[nan],[7],Texas,[0],[0.]
Gonzales,[4],[1.],[203],Texas,[74],[0.57364341]
Gray,[4],[1.],[113],Texas,[15],[0.15306122]
Grayson,[5],[1.5],[491],Texas,[153],[0.45266272]
Gregg,[12],[1.],[304],Texas,[91],[0.42723005]
Grimes,[2],[1.],[288],Texas,[71],[0.32718894]
Guadalupe,[1],[inf],[280],Texas,[147],[1.10526316]
Hale,[5],[0.25],[122],Texas,[64],[1.10344828]
Hall,[1],[inf],[2],Texas,[0],[0.]
Hamilton,[1],[0.],[18],Texas,[10],[1.25]
Hansford,[2],[0.],[23],Texas,[4],[0.21052632]
Hardeman,[0],[nan],[4],Texas,[3],[3.]
Hardin,[5],[0.],[167],Texas,[29],[0.21014493]
Harris,[311],[0.32340426],[19739],Texas,[7075],[0.55867025]
Harrison,[31],[0.24],[268],Texas,[23],[0.09387755]
Hartley,[2],[0.],[13],Texas,[1],[0.08333333]
Haskell,[0],[nan],[4],Texas,[1],[0.33333333]
Hays,[5],[0.25],[1448],Texas,[1119],[3.40121581]
Hemphill,[0],[nan],[2],Texas,[1],[1.]
Henderson,[3],[0.5],[94],Texas,[37],[0.64912281]
Hidalgo,[20],[1.],[1447],Texas,[872],[1.51652174]
Hill,[1],[0.],[47],Texas,[23],[0.95833333]
Hockley,[1],[0.],[29],Texas,[2],[0.07407407]
Hood,[4],[0.33333333],[35],Texas,[8],[0.2962963]
Hopkins,[1],[inf],[48],Texas,[22],[0.84615385]
Houston,[0],[nan],[147],Texas,[33],[0.28947368]
Howard,[1],[0.],[24],Texas,[16],[2.]
Hudspeth,[0],[nan],[14],Texas,[12],[6.]
Hunt,[5],[0.25],[227],Texas,[139],[1.57954545]
Hutchinson,[0],[nan],[49],Texas,[13],[0.36111111]
Irion,[0],[],[1],Texas,[],[]
Jack,[0],[nan],[4],Texas,[0],[0.]
Jackson,[1],[0.],[24],Texas,[6],[0.33333333]
Jasper,[1],[0.],[33],Texas,[4],[0.13793103]
Jefferson,[32],[0.14285714],[1356],Texas,[806],[1.46545455]
Jim Hogg,[0],[nan],[6],Texas,[2],[0.5]
Jim Wells,[0],[nan],[21],Texas,[12],[1.33333333]
Johnson,[4],[0.],[254],Texas,[79],[0.45142857]
Jones,[0],[nan],[610],Texas,[209],[0.52119701]
Karnes,[0],[nan],[11],Texas,[7],[1.75]
Kaufman,[4],[1.],[360],Texas,[137],[0.61434978]
Kendall,[0],[nan],[44],Texas,[15],[0.51724138]
Kerr,[1],[inf],[32],Texas,[13],[0.68421053]
Kimble,[0],[nan],[1],Texas,[0],[0.]
Kinney,[0],[nan],[1],Texas,[0],[0.]
Kleberg,[1],[0.],[24],Texas,[8],[0.5]
Knox,[0],[nan],[1],Texas,[0],[0.]
La Salle,[0],[nan],[7],Texas,[3],[0.75]
Lamar,[13],[0.18181818],[199],Texas,[54],[0.37241379]
Lamb,[0],[nan],[29],Texas,[13],[0.8125]
Lampasas,[0],[nan],[15],Texas,[6],[0.66666667]
Lavaca,[1],[0.],[43],Texas,[31],[2.58333333]
Lee,[3],[2.],[47],Texas,[23],[0.95833333]
Leon,[0],[nan],[13],Texas,[3],[0.3]
Liberty,[3],[0.],[169],Texas,[74],[0.77894737]
Limestone,[1],[0.],[40],Texas,[16],[0.66666667]
Lipscomb,[0],[nan],[9],Texas,[7],[3.5]
Live Oak,[0],[nan],[10],Texas,[1],[0.11111111]
Llano,[0],[nan],[5],Texas,[2],[0.66666667]
Lubbock,[51],[0.02],[1136],Texas,[444],[0.6416185]
Lynn,[1],[0.],[21],Texas,[14],[2.]
Madison,[0],[nan],[25],Texas,[17],[2.125]
Marion,[1],[0.],[21],Texas,[5],[0.3125]
Martin,[1],[0.],[5],Texas,[2],[0.66666667]
Mason,[0],[nan],[33],Texas,[1],[0.03125]
Matagorda,[5],[0.],[104],Texas,[34],[0.48571429]
Maverick,[2],[1.],[206],Texas,[90],[0.77586207]
McCulloch,[0],[nan],[4],Texas,[1],[0.33333333]
McLennan,[5],[0.25],[245],Texas,[127],[1.07627119]
Medina,[2],[0.],[244],Texas,[171],[2.34246575]
Midland,[13],[0.08333333],[287],Texas,[158],[1.2248062]
Milam,[1],[0.],[56],Texas,[28],[1.]
Mills,[0],[nan],[1],Texas,[0],[0.]
Mitchell,[0],[nan],[2],Texas,[1],[1.]
Montague,[1],[0.],[12],Texas,[3],[0.33333333]
Montgomery,[33],[0.26923077],[1484],Texas,[518],[0.53623188]
Moore,[14],[0.07692308],[877],Texas,[188],[0.27285922]
Morris,[0],[nan],[31],Texas,[5],[0.19230769]
Motley,[0],[nan],[1],Texas,[0],[0.]
Nacogdoches,[25],[0.19047619],[341],Texas,[53],[0.18402778]
Navarro,[4],[1.],[116],Texas,[60],[1.07142857]
Newton,[0],[nan],[6],Texas,[1],[0.2]
Nolan,[0],[nan],[8],Texas,[4],[1.]
Nueces,[6],[1.],[485],Texas,[210],[0.76363636]
Ochiltree,[2],[0.],[53],Texas,[4],[0.08163265]
Oldham,[1],[0.],[4],Texas,[1],[0.33333333]
Orange,[3],[0.5],[135],Texas,[37],[0.37755102]
Palo Pinto,[2],[0.],[14],Texas,[1],[0.07692308]
Panola,[23],[0.],[209],Texas,[12],[0.06091371]
Parker,[1],[0.],[124],Texas,[48],[0.63157895]
Parmer,[0],[nan],[155],Texas,[96],[1.62711864]
Pecos,[0],[nan],[112],Texas,[10],[0.09803922]
Polk,[0],[nan],[73],Texas,[17],[0.30357143]
Potter,[39],[0.3],[2819],Texas,[498],[0.21456269]
Presidio,[0],[nan],[11],Texas,[10],[10.]
Rains,[0],[nan],[7],Texas,[4],[1.33333333]
Randall,[6],[0.],[771],Texas,[97],[0.14391691]
Reagan,[0],[nan],[2],Texas,[0],[0.]
Real,[0],[],[1],Texas,[],[]
Red River,[8],[0.],[96],Texas,[26],[0.37142857]
Reeves,[0],[nan],[14],Texas,[7],[1.]
Refugio,[0],[nan],[6],Texas,[3],[1.]
Roberts,[0],[nan],[2],Texas,[0],[0.]
Robertson,[0],[nan],[22],Texas,[13],[1.44444444]
Rockwall,[16],[0.23076923],[264],Texas,[97],[0.58083832]
Runnels,[0],[nan],[3],Texas,[0],[0.]
Rusk,[2],[0.],[245],Texas,[190],[3.45454545]
Sabine,[1],[inf],[15],Texas,[0],[0.]
San Augustine,[6],[2.],[86],Texas,[48],[1.26315789]
San Jacinto,[0],[nan],[23],Texas,[9],[0.64285714]
San Patricio,[0],[nan],[66],Texas,[33],[1.]
San Saba,[0],[nan],[2],Texas,[1],[1.]
Schleicher,[0],[],[10],Texas,[],[]
Scurry,[0],[nan],[29],Texas,[5],[0.20833333]
Shackelford,[0],[nan],[1],Texas,[0],[0.]
Shelby,[8],[0.33333333],[241],Texas,[40],[0.19900498]
Sherman,[0],[nan],[30],Texas,[6],[0.25]
Smith,[4],[0.],[318],Texas,[114],[0.55882353]
Somervell,[0],[],[3],Texas,[],[]
Starr,[1],[inf],[227],Texas,[193],[5.67647059]
Stephens,[0],[nan],[5],Texas,[1],[0.25]
Sutton,[0],[],[1],Texas,[],[]
Swisher,[1],[inf],[23],Texas,[6],[0.35294118]
Tarrant,[207],[0.25454545],[8331],Texas,[2818],[0.51115545]
Taylor,[5],[0.],[268],Texas,[32],[0.13559322]
Terry,[0],[nan],[14],Texas,[1],[0.07692308]
Throckmorton,[0],[],[1],Texas,[],[]
Titus,[5],[1.5],[729],Texas,[271],[0.59170306]
Tom Green,[1],[0.],[223],Texas,[117],[1.10377358]
Travis,[108],[0.16129032],[4991],Texas,[1719],[0.52536675]
Trinity,[0],[nan],[21],Texas,[6],[0.4]
Tyler,[0],[nan],[14],Texas,[2],[0.16666667]
Unassigned,[0],[nan],[0],Texas,[0],[nan]
Upshur,[0],[nan],[41],Texas,[15],[0.57692308]
Upton,[0],[],[1],Texas,[],[]
Uvalde,[0],[nan],[31],Texas,[19],[1.58333333]
Val Verde,[0],[nan],[53],Texas,[33],[1.65]
Van Zandt,[3],[2.],[54],Texas,[23],[0.74193548]
Victoria,[8],[0.14285714],[241],Texas,[81],[0.50625]
Walker,[28],[0.03703704],[1890],Texas,[434],[0.29807692]
Waller,[0],[nan],[104],Texas,[42],[0.67741935]
Ward,[0],[nan],[7],Texas,[6],[6.]
Washington,[26],[0.04],[222],Texas,[20],[0.0990099]
Webb,[22],[0.15789474],[854],Texas,[306],[0.55839416]
Wharton,[1],[inf],[114],Texas,[56],[0.96551724]
Wheeler,[0],[nan],[16],Texas,[1],[0.06666667]
Wichita,[2],[0.],[150],Texas,[66],[0.78571429]
Wilbarger,[0],[nan],[7],Texas,[0],[0.]
Willacy,[3],[2.],[75],Texas,[57],[3.16666667]
Williamson,[32],[0.28],[1159],Texas,[529],[0.83968254]
Wilson,[5],[0.],[65],Texas,[27],[0.71052632]
Winkler,[0],[nan],[6],Texas,[3],[1.]
Wise,[5],[0.66666667],[62],Texas,[16],[0.34782609]
Wood,[5],[4.],[70],Texas,[41],[1.4137931]
Yoakum,[0],[nan],[11],Texas,[8],[2.66666667]
Young,[1],[0.],[16],Texas,[12],[3.]
Zapata,[0],[nan],[31],Texas,[22],[2.44444444]
Zavala,[0],[nan],[13],Texas,[2],[0.18181818]
Bear River,[2],[0.],[1188],Utah,[942],[3.82926829]
Central Utah,[0],[nan],[89],Utah,[51],[1.34210526]
Davis,[4],[1.],[775],Utah,[303],[0.64194915]
Salt Lake,[102],[0.37837838],[8363],Utah,[3023],[0.56610487]
San Juan,[7],[0.4],[380],Utah,[81],[0.27090301]
Southeast Utah,[0],[nan],[31],Utah,[7],[0.29166667]
Southwest Utah,[9],[1.25],[974],Utah,[520],[1.14537445]
Summit,[0],[nan],[455],Utah,[39],[0.09375]
Tooele,[0],[nan],[188],Utah,[59],[0.45736434]
TriCounty,[0],[nan],[38],Utah,[17],[0.80952381]
Unassigned,[0],[nan],[0],Utah,[0],[nan]
Utah,[19],[0.11764706],[2957],Utah,[992],[0.50483461]
Wasatch,[3],[0.5],[371],Utah,[79],[0.27054795]
Weber-Morgan,[9],[0.28571429],[616],Utah,[313],[1.0330033]
Addison,[2],[0.],[67],Vermont,[3],[0.046875]
Bennington,[1],[0.],[69],Vermont,[6],[0.0952381]
Caledonia,[0],[nan],[16],Vermont,[1],[0.06666667]
Chittenden,[39],[0.],[579],Vermont,[126],[0.2781457]
Essex,[0],[nan],[3],Vermont,[0],[0.]
Franklin,[6],[0.2],[102],Vermont,[3],[0.03030303]
Grand Isle,[0],[nan],[8],Vermont,[1],[0.14285714]
Lamoille,[1],[0.],[30],Vermont,[1],[0.03448276]
Orange,[0],[nan],[9],Vermont,[0],[0.]
Orleans,[0],[nan],[14],Vermont,[4],[0.4]
Rutland,[1],[0.],[61],Vermont,[6],[0.10909091]
Unassigned,[0],[nan],[5],Vermont,[0],[0.]
Washington,[1],[0.],[41],Vermont,[2],[0.05128205]
Windham,[3],[0.],[85],Vermont,[4],[0.04938272]
Windsor,[2],[0.],[55],Vermont,[4],[0.07843137]
Accomack,[14],[0.16666667],[1022],Virginia,[105],[0.11450382]
Albemarle,[8],[0.],[304],Virginia,[105],[0.52763819]
Alexandria,[48],[0.06666667],[2198],Virginia,[217],[0.10954064]
Alleghany,[2],[0.],[30],Virginia,[7],[0.30434783]
Amelia,[1],[0.],[41],Virginia,[16],[0.64]
Amherst,[0],[nan],[28],Virginia,[1],[0.03703704]
Appomattox,[0],[nan],[35],Virginia,[4],[0.12903226]
Arlington,[126],[0.0862069],[2396],Virginia,[273],[0.12859162]
Augusta,[2],[1.],[166],Virginia,[54],[0.48214286]
Bath,[0],[nan],[0],Virginia,[0],[nan]
Bedford,[2],[0.],[95],Virginia,[35],[0.58333333]
Bland,[0],[nan],[1],Virginia,[1],[inf]
Botetourt,[4],[0.],[55],Virginia,[23],[0.71875]
Bristol,[0],[nan],[4],Virginia,[0],[0.]
Brunswick,[1],[0.],[90],Virginia,[63],[2.33333333]
Buchanan,[0],[nan],[18],Virginia,[0],[0.]
Buckingham,[3],[0.],[552],Virginia,[91],[0.19739696]
Buena Vista,[0],[nan],[12],Virginia,[-1],[-0.07692308]
Campbell,[1],[0.],[30],Virginia,[12],[0.66666667]
Caroline,[4],[1.],[121],Virginia,[52],[0.75362319]
Carroll,[5],[4.],[187],Virginia,[90],[0.92783505]
Charles City,[2],[1.],[35],Virginia,[8],[0.2962963]
Charlotte,[0],[nan],[30],Virginia,[6],[0.25]
Charlottesville,[3],[0.],[164],Virginia,[39],[0.312]
Chesapeake,[16],[0.06666667],[709],Virginia,[174],[0.32523364]
Chesterfield,[46],[0.31428571],[2456],Virginia,[888],[0.56632653]
Clarke,[0],[nan],[44],Virginia,[16],[0.57142857]
Colonial Heights,[17],[0.],[126],Virginia,[30],[0.3125]
Covington,[0],[nan],[4],Virginia,[0],[0.]
Craig,[0],[nan],[6],Virginia,[1],[0.2]
Culpeper,[9],[0.5],[792],Virginia,[79],[0.11079944]
Cumberland,[0],[nan],[50],Virginia,[12],[0.31578947]
Danville,[2],[0.],[68],Virginia,[12],[0.21428571]
Dickenson,[0],[nan],[1],Virginia,[1],[inf]
Dinwiddie,[0],[nan],[118],Virginia,[35],[0.42168675]
Emporia,[6],[0.],[112],Virginia,[30],[0.36585366]
Essex,[0],[nan],[54],Virginia,[6],[0.125]
Fairfax,[432],[0.11627907],[13244],Virginia,[2025],[0.18049737]
Fairfax City,[6],[0.],[67],Virginia,[0],[0.]
Falls Church,[7],[-0.125],[58],Virginia,[3],[0.05454545]
Fauquier,[6],[0.],[401],Virginia,[78],[0.24148607]
Floyd,[1],[inf],[10],Virginia,[4],[0.66666667]
Fluvanna,[6],[0.],[103],Virginia,[11],[0.11956522]
Franklin,[1],[0.],[48],Virginia,[12],[0.33333333]
Franklin City,[2],[0.],[44],Virginia,[2],[0.04761905]
Frederick,[4],[0.],[446],Virginia,[87],[0.24233983]
Fredericksburg,[0],[nan],[219],Virginia,[53],[0.31927711]
Galax,[11],[inf],[217],Virginia,[93],[0.75]
Giles,[0],[nan],[6],Virginia,[1],[0.2]
Gloucester,[1],[0.],[41],Virginia,[10],[0.32258065]
Goochland,[6],[0.],[115],Virginia,[16],[0.16161616]
Grayson,[2],[inf],[74],Virginia,[36],[0.94736842]
Greene,[1],[0.],[48],Virginia,[14],[0.41176471]
Greensville,[7],[0.],[344],Virginia,[270],[3.64864865]
Halifax,[1],[inf],[39],Virginia,[9],[0.3]
Hampton,[5],[0.66666667],[252],Virginia,[42],[0.2]
Hanover,[25],[0.04166667],[387],Virginia,[60],[0.18348624]
Harrisonburg,[23],[0.],[874],Virginia,[77],[0.0966123]
Henrico,[138],[0.02985075],[2368],Virginia,[510],[0.2744887]
Henry,[3],[0.],[224],Virginia,[110],[0.96491228]
Highland,[0],[nan],[3],Virginia,[0],[0.]
Hopewell,[2],[1.],[151],Virginia,[59],[0.64130435]
Isle of Wight,[8],[1.66666667],[159],Virginia,[31],[0.2421875]
James City,[15],[0.],[238],Virginia,[32],[0.15533981]
King George,[4],[0.],[95],Virginia,[26],[0.37681159]
King William,[0],[nan],[33],Virginia,[2],[0.06451613]
King and Queen,[1],[0.],[24],Virginia,[11],[0.84615385]
Lancaster,[0],[nan],[11],Virginia,[1],[0.1]
Lee,[0],[nan],[9],Virginia,[0],[0.]
