Admin2,Current_Deaths,% change in deaths,Current_Confirmed,Province_State,change in cases,% change in cases
Hertford,[2],[1.],[117],North Carolina,[78],[2.]
Hoke,[1],[inf],[239],North Carolina,[157],[1.91463415]
Hyde,[0],[nan],[1],North Carolina,[0],[0.]
Iredell,[6],[0.],[254],North Carolina,[142],[1.26785714]
Jackson,[1],[inf],[33],North Carolina,[18],[1.2]
Johnston,[21],[0.61538462],[440],North Carolina,[281],[1.7672956]
Jones,[3],[0.5],[28],North Carolina,[13],[0.86666667]
Lee,[4],[inf],[432],North Carolina,[263],[1.55621302]
Lenoir,[7],[0.75],[215],North Carolina,[147],[2.16176471]
Lincoln,[0],[nan],[67],North Carolina,[40],[1.48148148]
Macon,[1],[0.],[62],North Carolina,[59],[19.66666667]
Madison,[0],[nan],[4],North Carolina,[3],[3.]
Martin,[4],[inf],[70],North Carolina,[54],[3.375]
McDowell,[1],[0.],[64],North Carolina,[39],[1.56]
Mecklenburg,[88],[0.79591837],[4028],North Carolina,[2377],[1.43973349]
Mitchell,[0],[nan],[12],North Carolina,[7],[1.4]
Montgomery,[4],[1.],[123],North Carolina,[85],[2.23684211]
Moore,[10],[0.66666667],[220],North Carolina,[95],[0.76]
Nash,[4],[0.33333333],[201],North Carolina,[104],[1.07216495]
New Hanover,[5],[0.66666667],[193],North Carolina,[114],[1.44303797]
Northampton,[14],[1.8],[156],North Carolina,[69],[0.79310345]
Onslow,[2],[1.],[108],North Carolina,[62],[1.34782609]
Orange,[40],[1.35294118],[340],North Carolina,[121],[0.55251142]
Pamlico,[0],[nan],[10],North Carolina,[3],[0.42857143]
Pasquotank,[11],[10.],[105],North Carolina,[69],[1.91666667]
Pender,[1],[0.],[75],North Carolina,[62],[4.76923077]
Perquimans,[2],[inf],[24],North Carolina,[10],[0.71428571]
Person,[1],[inf],[48],North Carolina,[27],[1.28571429]
Pitt,[2],[0.],[295],North Carolina,[171],[1.37903226]
Polk,[4],[inf],[36],North Carolina,[13],[0.56521739]
Randolph,[13],[3.33333333],[659],North Carolina,[450],[2.15311005]
Richmond,[2],[0.],[163],North Carolina,[115],[2.39583333]
Robeson,[21],[6.],[786],North Carolina,[611],[3.49142857]
Rockingham,[2],[0.],[92],North Carolina,[66],[2.53846154]
Rowan,[37],[0.68181818],[640],North Carolina,[258],[0.67539267]
Rutherford,[7],[0.16666667],[182],North Carolina,[42],[0.3]
Sampson,[4],[inf],[462],North Carolina,[397],[6.10769231]
Scotland,[0],[nan],[84],North Carolina,[58],[2.23076923]
Stanly,[4],[0.],[72],North Carolina,[43],[1.48275862]
Stokes,[0],[nan],[66],North Carolina,[55],[5.]
Surry,[2],[inf],[201],North Carolina,[188],[14.46153846]
Swain,[0],[nan],[13],North Carolina,[10],[3.33333333]
Transylvania,[0],[nan],[13],North Carolina,[6],[0.85714286]
Tyrrell,[0],[nan],[4],North Carolina,[0],[0.]
Unassigned,[0],[nan],[0],North Carolina,[0],[nan]
Union,[20],[0.81818182],[439],North Carolina,[185],[0.72834646]
Vance,[21],[2.],[310],North Carolina,[207],[2.00970874]
Wake,[38],[1.],[1683],North Carolina,[828],[0.96842105]
Warren,[2],[inf],[62],North Carolina,[47],[3.13333333]
Washington,[3],[0.5],[27],North Carolina,[3],[0.125]
Watauga,[0],[nan],[19],North Carolina,[10],[1.11111111]
Wayne,[20],[0.81818182],[1112],North Carolina,[454],[0.6899696]
Wilkes,[5],[4.],[494],North Carolina,[452],[10.76190476]
Wilson,[10],[0.42857143],[347],North Carolina,[182],[1.1030303]
Yadkin,[2],[1.],[169],North Carolina,[152],[8.94117647]
Yancey,[0],[],[14],North Carolina,[],[]
Barnes,[0],[nan],[4],North Dakota,[0],[0.]
Benson,[0],[],[1],North Dakota,[],[]
Bottineau,[0],[],[2],North Dakota,[],[]
Bowman,[0],[nan],[1],North Dakota,[0],[0.]
Burke,[0],[nan],[5],North Dakota,[2],[0.66666667]
Burleigh,[0],[nan],[127],North Dakota,[48],[0.60759494]
Cass,[43],[2.58333333],[1685],North Dakota,[1143],[2.10885609]
Divide,[0],[nan],[1],North Dakota,[0],[0.]
Dunn,[0],[nan],[12],North Dakota,[2],[0.2]
Eddy,[0],[nan],[4],North Dakota,[3],[3.]
Emmons,[1],[0.],[4],North Dakota,[3],[3.]
Foster,[0],[nan],[1],North Dakota,[0],[0.]
Grand Forks,[3],[inf],[333],North Dakota,[71],[0.27099237]
Grant,[0],[nan],[2],North Dakota,[1],[1.]
Griggs,[0],[],[1],North Dakota,[],[]
McHenry,[1],[0.],[2],North Dakota,[1],[1.]
McIntosh,[0],[nan],[1],North Dakota,[0],[0.]
McKenzie,[0],[nan],[17],North Dakota,[4],[0.30769231]
McLean,[0],[nan],[7],North Dakota,[4],[1.33333333]
Mercer,[0],[nan],[5],North Dakota,[5],[inf]
Morton,[2],[0.],[59],North Dakota,[35],[1.45833333]
Mountrail,[0],[nan],[39],North Dakota,[4],[0.11428571]
Nelson,[0],[nan],[1],North Dakota,[0],[0.]
Oliver,[0],[nan],[1],North Dakota,[0],[0.]
Pembina,[0],[nan],[6],North Dakota,[3],[1.]
Pierce,[0],[nan],[3],North Dakota,[1],[0.5]
Ramsey,[1],[inf],[8],North Dakota,[5],[1.66666667]
Ransom,[0],[nan],[8],North Dakota,[7],[7.]
Renville,[0],[nan],[3],North Dakota,[2],[2.]
Richland,[0],[nan],[22],North Dakota,[15],[2.14285714]
Rolette,[0],[nan],[6],North Dakota,[5],[5.]
Sargent,[0],[nan],[3],North Dakota,[2],[2.]
Sioux,[0],[nan],[2],North Dakota,[1],[1.]
Slope,[0],[nan],[3],North Dakota,[0],[0.]
Stark,[2],[0.],[61],North Dakota,[9],[0.17307692]
Steele,[0],[],[1],North Dakota,[],[]
Stutsman,[0],[nan],[23],North Dakota,[16],[2.28571429]
Traill,[0],[],[12],North Dakota,[],[]
Unassigned,[6],[0.5],[0],North Dakota,[0],[nan]
Walsh,[0],[nan],[13],North Dakota,[6],[0.85714286]
Ward,[1],[0.],[37],North Dakota,[16],[0.76190476]
Wells,[0],[nan],[3],North Dakota,[1],[0.5]
Williams,[0],[nan],[25],North Dakota,[15],[1.5]
Adams,[1],[inf],[9],Ohio,[4],[0.8]
Allen,[32],[0.39130435],[211],Ohio,[90],[0.74380165]
Ashland,[0],[nan],[20],Ohio,[13],[1.85714286]
Ashtabula,[34],[1.26666667],[338],Ohio,[202],[1.48529412]
Athens,[1],[0.],[18],Ohio,[14],[3.5]
Auglaize,[3],[0.],[73],Ohio,[40],[1.21212121]
Belmont,[12],[0.71428571],[428],Ohio,[275],[1.79738562]
Brown,[1],[0.],[28],Ohio,[17],[1.54545455]
Butler,[29],[3.14285714],[874],Ohio,[578],[1.9527027]
Carroll,[3],[2.],[30],Ohio,[9],[0.42857143]
Champaign,[1],[0.],[27],Ohio,[13],[0.92857143]
Clark,[6],[2.],[277],Ohio,[220],[3.85964912]
Clermont,[5],[0.66666667],[206],Ohio,[113],[1.21505376]
Clinton,[1],[inf],[43],Ohio,[12],[0.38709677]
Columbiana,[52],[1.26086957],[743],Ohio,[476],[1.78277154]
Coshocton,[0],[nan],[38],Ohio,[21],[1.23529412]
Crawford,[4],[inf],[114],Ohio,[66],[1.375]
Cuyahoga,[226],[0.96521739],[4369],Ohio,[2152],[0.9706811]
Darke,[21],[0.5],[167],Ohio,[91],[1.19736842]
Defiance,[2],[1.],[33],Ohio,[13],[0.65]
Delaware,[13],[2.25],[331],Ohio,[168],[1.03067485]
Erie,[14],[3.66666667],[171],Ohio,[115],[2.05357143]
Fairfield,[6],[2.],[259],Ohio,[121],[0.87681159]
Fayette,[0],[nan],[40],Ohio,[24],[1.5]
Franklin,[260],[2.42105263],[5773],Ohio,[3184],[1.22981846]
Fulton,[0],[nan],[40],Ohio,[16],[0.66666667]
Gallia,[1],[0.],[9],Ohio,[3],[0.5]
Geauga,[32],[1.46153846],[282],Ohio,[127],[0.81935484]
Greene,[5],[0.25],[101],Ohio,[55],[1.19565217]
Guernsey,[1],[inf],[35],Ohio,[20],[1.33333333]
Hamilton,[148],[0.97333333],[2642],Ohio,[1345],[1.03700848]
Hancock,[1],[0.],[50],Ohio,[13],[0.35135135]
Hardin,[0],[nan],[60],Ohio,[35],[1.4]
Harrison,[0],[nan],[10],Ohio,[6],[1.5]
Henry,[0],[nan],[15],Ohio,[10],[2.]
Highland,[1],[0.],[23],Ohio,[13],[1.3]
Hocking,[4],[3.],[69],Ohio,[51],[2.83333333]
Holmes,[1],[0.],[34],Ohio,[28],[4.66666667]
Huron,[1],[0.],[57],Ohio,[28],[0.96551724]
Jackson,[0],[nan],[14],Ohio,[10],[2.5]
Jefferson,[2],[1.],[67],Ohio,[24],[0.55813953]
Knox,[1],[0.],[25],Ohio,[9],[0.5625]
Lake,[12],[0.5],[306],Ohio,[136],[0.8]
Lawrence,[0],[nan],[30],Ohio,[6],[0.25]
Licking,[10],[1.],[243],Ohio,[122],[1.00826446]
Logan,[0],[nan],[38],Ohio,[20],[1.11111111]
Lorain,[59],[0.84375],[678],Ohio,[207],[0.43949045]
Lucas,[242],[1.03361345],[2241],Ohio,[944],[0.72783346]
Madison,[7],[1.33333333],[152],Ohio,[88],[1.375]
Mahoning,[174],[1.12195122],[1428],Ohio,[575],[0.67409144]
Marion,[28],[6.],[2660],Ohio,[384],[0.16871705]
Medina,[23],[0.53333333],[337],Ohio,[166],[0.97076023]
Meigs,[0],[nan],[6],Ohio,[4],[2.]
Mercer,[7],[6.],[210],Ohio,[184],[7.07692308]
Miami,[30],[0.11111111],[355],Ohio,[213],[1.5]
Monroe,[12],[inf],[78],Ohio,[75],[25.]
Montgomery,[16],[0.6],[656],Ohio,[363],[1.23890785]
Morgan,[0],[nan],[5],Ohio,[1],[0.25]
Morrow,[1],[0.],[107],Ohio,[62],[1.37777778]
Muskingum,[0],[nan],[50],Ohio,[35],[2.33333333]
Noble,[0],[nan],[6],Ohio,[1],[0.2]
Ottawa,[16],[15.],[99],Ohio,[59],[1.475]
Paulding,[0],[nan],[14],Ohio,[6],[0.75]
Perry,[1],[inf],[18],Ohio,[6],[0.5]
Pickaway,[37],[0.68181818],[2050],Ohio,[319],[0.18428654]
Pike,[0],[nan],[6],Ohio,[3],[1.]
Portage,[57],[0.3902439],[323],Ohio,[86],[0.3628692]
Preble,[1],[0.],[35],Ohio,[8],[0.2962963]
Putnam,[14],[0.75],[91],Ohio,[23],[0.33823529]
Richland,[3],[0.5],[199],Ohio,[114],[1.34117647]
Ross,[2],[1.],[71],Ohio,[32],[0.82051282]
Sandusky,[11],[0.83333333],[73],Ohio,[45],[1.60714286]
Scioto,[0],[nan],[15],Ohio,[4],[0.36363636]
Seneca,[2],[1.],[20],Ohio,[6],[0.42857143]
Shelby,[3],[2.],[41],Ohio,[11],[0.36666667]
Stark,[91],[0.78431373],[723],Ohio,[360],[0.99173554]
Summit,[172],[2.51020408],[1390],Ohio,[751],[1.17527387]
Trumbull,[48],[0.5483871],[569],Ohio,[251],[0.78930818]
Tuscarawas,[3],[inf],[342],Ohio,[248],[2.63829787]
Unassigned,[0],[nan],[0],Ohio,[0],[nan]
Union,[1],[inf],[51],Ohio,[29],[1.31818182]
Van Wert,[0],[nan],[6],Ohio,[3],[1.]
Vinton,[2],[inf],[21],Ohio,[15],[2.5]
Warren,[21],[0.90909091],[366],Ohio,[206],[1.2875]
Washington,[19],[0.58333333],[118],Ohio,[19],[0.19191919]
Wayne,[50],[0.66666667],[272],Ohio,[129],[0.9020979]
Williams,[1],[0.],[54],Ohio,[18],[0.5]
Wood,[46],[1.],[287],Ohio,[113],[0.64942529]
Wyandot,[2],[0.],[40],Ohio,[16],[0.66666667]
Adair,[3],[0.],[87],Oklahoma,[22],[0.33846154]
Alfalfa,[0],[nan],[1],Oklahoma,[0],[0.]
Atoka,[0],[nan],[3],Oklahoma,[2],[2.]
Beaver,[0],[nan],[24],Oklahoma,[15],[1.66666667]
Beckham,[0],[nan],[6],Oklahoma,[1],[0.2]
Blaine,[0],[],[6],Oklahoma,[],[]
Bryan,[1],[0.],[26],Oklahoma,[18],[2.25]
Caddo,[10],[0.42857143],[158],Oklahoma,[94],[1.46875]
Canadian,[3],[0.],[132],Oklahoma,[34],[0.34693878]
Carter,[1],[0.],[41],Oklahoma,[38],[12.66666667]
Cherokee,[1],[0.],[29],Oklahoma,[2],[0.07407407]
Choctaw,[1],[inf],[39],Oklahoma,[36],[12.]
Cimarron,[0],[nan],[1],Oklahoma,[0],[0.]
Cleveland,[37],[0.27586207],[500],Oklahoma,[74],[0.17370892]
Coal,[0],[],[1],Oklahoma,[],[]
Comanche,[3],[0.5],[279],Oklahoma,[198],[2.44444444]
Cotton,[2],[1.],[5],Oklahoma,[0],[0.]
Craig,[0],[nan],[15],Oklahoma,[4],[0.36363636]
Creek,[7],[0.16666667],[94],Oklahoma,[14],[0.175]
Custer,[0],[nan],[16],Oklahoma,[6],[0.6]
Delaware,[16],[0.23076923],[100],Oklahoma,[9],[0.0989011]
Dewey,[0],[nan],[2],Oklahoma,[0],[0.]
Garfield,[1],[0.],[27],Oklahoma,[10],[0.58823529]
Garvin,[1],[0.],[17],Oklahoma,[3],[0.21428571]
Grady,[3],[0.5],[92],Oklahoma,[56],[1.55555556]
Grant,[0],[nan],[2],Oklahoma,[0],[0.]
Greer,[7],[0.16666667],[66],Oklahoma,[1],[0.01538462]
Harper,[0],[nan],[1],Oklahoma,[0],[0.]
Haskell,[0],[nan],[6],Oklahoma,[2],[0.5]
Hughes,[0],[],[1],Oklahoma,[],[]
Jackson,[3],[inf],[27],Oklahoma,[11],[0.6875]
Jefferson,[0],[nan],[3],Oklahoma,[1],[0.5]
Johnston,[0],[nan],[3],Oklahoma,[0],[0.]
Kay,[7],[0.],[53],Oklahoma,[6],[0.12765957]
Kingfisher,[0],[nan],[11],Oklahoma,[3],[0.375]
Kiowa,[0],[nan],[6],Oklahoma,[1],[0.2]
Latimer,[1],[0.],[5],Oklahoma,[0],[0.]
Le Flore,[1],[inf],[14],Oklahoma,[3],[0.27272727]
Lincoln,[2],[inf],[22],Oklahoma,[10],[0.83333333]
Logan,[1],[0.],[19],Oklahoma,[3],[0.1875]
Love,[0],[nan],[15],Oklahoma,[13],[6.5]
Major,[1],[0.],[6],Oklahoma,[3],[1.]
Marshall,[0],[nan],[8],Oklahoma,[6],[3.]
Mayes,[4],[0.],[30],Oklahoma,[6],[0.25]
McClain,[3],[0.5],[104],Oklahoma,[30],[0.40540541]
McCurtain,[1],[inf],[35],Oklahoma,[27],[3.375]
McIntosh,[1],[inf],[11],Oklahoma,[9],[4.5]
Murray,[0],[nan],[4],Oklahoma,[3],[3.]
Muskogee,[6],[0.2],[48],Oklahoma,[21],[0.77777778]
Noble,[0],[nan],[7],Oklahoma,[1],[0.16666667]
Nowata,[0],[nan],[23],Oklahoma,[2],[0.0952381]
Okfuskee,[0],[nan],[4],Oklahoma,[3],[3.]
Oklahoma,[61],[0.96774194],[1263],Oklahoma,[447],[0.54779412]
Okmulgee,[0],[nan],[26],Oklahoma,[10],[0.625]
Osage,[8],[0.],[95],Oklahoma,[19],[0.25]
Ottawa,[2],[1.],[35],Oklahoma,[1],[0.02941176]
Out of OK,[0],[nan],[0],Oklahoma,[0],[nan]
Pawnee,[2],[0.],[31],Oklahoma,[2],[0.06896552]
Payne,[1],[0.],[45],Oklahoma,[1],[0.02272727]
Pittsburg,[3],[0.5],[41],Oklahoma,[9],[0.28125]
Pontotoc,[2],[0.],[13],Oklahoma,[3],[0.3]
Pottawatomie,[4],[0.],[59],Oklahoma,[11],[0.22916667]
Pushmataha,[0],[nan],[2],Oklahoma,[1],[1.]
Rogers,[5],[0.25],[81],Oklahoma,[21],[0.35]
Seminole,[2],[0.],[26],Oklahoma,[15],[1.36363636]
Sequoyah,[3],[0.],[15],Oklahoma,[3],[0.25]
Stephens,[1],[0.],[38],Oklahoma,[16],[0.72727273]
Texas,[5],[4.],[917],Oklahoma,[779],[5.64492754]
Tillman,[1],[inf],[23],Oklahoma,[21],[10.5]
Tulsa,[54],[0.63636364],[998],Oklahoma,[414],[0.70890411]
Unassigned,[0],[nan],[0],Oklahoma,[0],[nan]
Wagoner,[17],[0.13333333],[149],Oklahoma,[29],[0.24166667]
Washington,[35],[0.59090909],[316],Oklahoma,[53],[0.20152091]
Washita,[0],[nan],[2],Oklahoma,[2],[inf]
Woods,[0],[nan],[3],Oklahoma,[0],[0.]
Woodward,[0],[nan],[5],Oklahoma,[4],[4.]
Baker,[0],[],[1],Oregon,[],[]
Benton,[5],[0.],[55],Oregon,[23],[0.71875]
Clackamas,[11],[0.57142857],[306],Oregon,[84],[0.37837838]
Clatsop,[0],[nan],[45],Oregon,[38],[5.42857143]
Columbia,[0],[nan],[16],Oregon,[2],[0.14285714]
Coos,[0],[nan],[31],Oregon,[10],[0.47619048]
Crook,[0],[nan],[6],Oregon,[5],[5.]
Curry,[0],[nan],[7],Oregon,[3],[0.75]
Deschutes,[0],[nan],[124],Oregon,[48],[0.63157895]
Douglas,[0],[nan],[27],Oregon,[3],[0.125]
Grant,[0],[nan],[1],Oregon,[0],[0.]
Harney,[0],[nan],[1],Oregon,[0],[0.]
Hood River,[0],[nan],[16],Oregon,[10],[1.66666667]
Jackson,[0],[nan],[65],Oregon,[16],[0.32653061]
Jefferson,[0],[nan],[30],Oregon,[20],[2.]
Josephine,[1],[0.],[23],Oregon,[2],[0.0952381]
Klamath,[0],[nan],[44],Oregon,[5],[0.12820513]
Lake,[0],[],[2],Oregon,[],[]
Lane,[3],[0.5],[69],Oregon,[19],[0.38]
Lincoln,[0],[nan],[12],Oregon,[7],[1.4]
Linn,[9],[0.28571429],[115],Oregon,[28],[0.32183908]
Malheur,[0],[nan],[32],Oregon,[22],[2.2]
Marion,[25],[0.38888889],[949],Oregon,[441],[0.86811024]
Morrow,[0],[nan],[11],Oregon,[3],[0.375]
Multnomah,[59],[0.34090909],[1142],Oregon,[422],[0.58611111]
Polk,[12],[11.],[98],Oregon,[56],[1.33333333]
Sherman,[0],[nan],[1],Oregon,[0],[0.]
Tillamook,[0],[nan],[6],Oregon,[0],[0.]
Umatilla,[3],[inf],[116],Oregon,[59],[1.03508772]
Unassigned,[0],[nan],[0],Oregon,[0],[nan]
Union,[0],[nan],[6],Oregon,[2],[0.5]
Wallowa,[0],[nan],[2],Oregon,[1],[1.]
Wasco,[1],[0.],[23],Oregon,[10],[0.76923077]
Washington,[17],[0.54545455],[734],Oregon,[234],[0.468]
Yamhill,[7],[0.],[69],Oregon,[30],[0.76923077]
Adams,[8],[1.],[245],Pennsylvania,[105],[0.75]
Allegheny,[163],[0.64646465],[1897],Pennsylvania,[578],[0.43821077]
Armstrong,[4],[1.],[62],Pennsylvania,[10],[0.19230769]
Beaver,[73],[0.08955224],[589],Pennsylvania,[163],[0.38262911]
Bedford,[2],[1.],[39],Pennsylvania,[15],[0.625]
Berks,[316],[1.7008547],[4002],Pennsylvania,[1254],[0.45633188]
Blair,[1],[inf],[50],Pennsylvania,[27],[1.17391304]
Bradford,[3],[0.5],[46],Pennsylvania,[13],[0.39393939]
Bucks,[501],[1.22666667],[5050],Pennsylvania,[1980],[0.64495114]
Butler,[12],[1.],[229],Pennsylvania,[49],[0.27222222]
Cambria,[2],[1.],[57],Pennsylvania,[26],[0.83870968]
Cameron,[0],[nan],[2],Pennsylvania,[1],[1.]
Carbon,[24],[0.6],[235],Pennsylvania,[54],[0.29834254]
Centre,[7],[6.],[152],Pennsylvania,[56],[0.58333333]
Chester,[280],[1.52252252],[2669],Pennsylvania,[1237],[0.86382682]
Clarion,[2],[1.],[27],Pennsylvania,[4],[0.17391304]
Clearfield,[0],[nan],[39],Pennsylvania,[23],[1.4375]
Clinton,[3],[inf],[56],Pennsylvania,[24],[0.75]
Columbia,[31],[1.38461538],[346],Pennsylvania,[57],[0.19723183]
Crawford,[0],[nan],[29],Pennsylvania,[10],[0.52631579]
Cumberland,[50],[1.94117647],[626],Pennsylvania,[277],[0.79369628]
Dauphin,[73],[1.92],[1258],Pennsylvania,[657],[1.09317804]
Delaware,[558],[1.325],[6420],Pennsylvania,[2572],[0.66839917]
Elk,[0],[nan],[6],Pennsylvania,[3],[1.]
Erie,[4],[1.],[274],Pennsylvania,[187],[2.14942529]
Fayette,[4],[0.],[95],Pennsylvania,[14],[0.17283951]
Forest,[0],[nan],[7],Pennsylvania,[0],[0.]
Franklin,[35],[4.],[767],Pennsylvania,[454],[1.45047923]
Fulton,[1],[inf],[15],Pennsylvania,[10],[2.]
Greene,[0],[nan],[27],Pennsylvania,[1],[0.03846154]
Huntingdon,[2],[inf],[230],Pennsylvania,[190],[4.75]
Indiana,[5],[0.25],[91],Pennsylvania,[28],[0.44444444]
Jefferson,[0],[nan],[9],Pennsylvania,[5],[1.25]
Juniata,[4],[3.],[95],Pennsylvania,[11],[0.13095238]
Lackawanna,[170],[1.04819277],[1543],Pennsylvania,[609],[0.65203426]
Lancaster,[295],[0.70520231],[3131],Pennsylvania,[1311],[0.72032967]
Lawrence,[8],[0.33333333],[79],Pennsylvania,[14],[0.21538462]
Lebanon,[33],[2.66666667],[958],Pennsylvania,[264],[0.38040346]
Lehigh,[228],[1.85],[3747],Pennsylvania,[897],[0.31473684]
Luzerne,[147],[0.59782609],[2722],Pennsylvania,[549],[0.25264611]
Lycoming,[17],[16.],[164],Pennsylvania,[93],[1.30985915]
McKean,[1],[inf],[12],Pennsylvania,[6],[1.]
Mercer,[5],[4.],[107],Pennsylvania,[42],[0.64615385]
Mifflin,[1],[inf],[59],Pennsylvania,[22],[0.59459459]
Monroe,[101],[0.87037037],[1318],Pennsylvania,[171],[0.14908457]
Montgomery,[682],[0.8839779],[7006],Pennsylvania,[2600],[0.5901044]
Montour,[0],[nan],[50],Pennsylvania,[2],[0.04166667]
Northampton,[210],[1.23404255],[3062],Pennsylvania,[959],[0.45601522]
Northumberland,[3],[inf],[190],Pennsylvania,[95],[1.]
Perry,[3],[2.],[57],Pennsylvania,[25],[0.78125]
Philadelphia,[1308],[1.05015674],[22629],Pennsylvania,[7492],[0.49494616]
Pike,[19],[0.26666667],[476],Pennsylvania,[93],[0.24281984]
Potter,[0],[nan],[4],Pennsylvania,[0],[0.]
Schuylkill,[34],[4.66666667],[623],Pennsylvania,[248],[0.66133333]
Snyder,[1],[0.],[42],Pennsylvania,[9],[0.27272727]
Somerset,[1],[inf],[38],Pennsylvania,[12],[0.46153846]
Sullivan,[0],[nan],[3],Pennsylvania,[2],[2.]
Susquehanna,[15],[0.875],[109],Pennsylvania,[25],[0.29761905]
Tioga,[2],[1.],[17],Pennsylvania,[1],[0.0625]
Unassigned,[0],[nan],[0],Pennsylvania,[0],[nan]
Union,[1],[inf],[59],Pennsylvania,[22],[0.59459459]
Venango,[0],[nan],[9],Pennsylvania,[2],[0.28571429]
Warren,[0],[nan],[3],Pennsylvania,[2],[2.]
Washington,[5],[1.5],[139],Pennsylvania,[23],[0.19827586]
Wayne,[8],[0.6],[119],Pennsylvania,[17],[0.16666667]
Westmoreland,[38],[0.52],[447],Pennsylvania,[54],[0.13740458]
Wyoming,[7],[2.5],[34],Pennsylvania,[13],[0.61904762]
York,[26],[1.36363636],[1000],Pennsylvania,[349],[0.53609831]
Bristol,[0],[nan],[224],Rhode Island,[82],[0.57746479]
Kent,[0],[nan],[1052],Rhode Island,[414],[0.64890282]
Newport,[0],[nan],[244],Rhode Island,[89],[0.57419355]
Providence,[0],[nan],[11052],Rhode Island,[4473],[0.67989056]
Unassigned,[711],[1.5483871],[1748],Rhode Island,[644],[0.58333333]
Washington,[0],[nan],[499],Rhode Island,[155],[0.4505814]
Abbeville,[0],[nan],[39],South Carolina,[8],[0.25806452]
Aiken,[7],[0.16666667],[194],South Carolina,[93],[0.92079208]
Allendale,[3],[2.],[34],South Carolina,[23],[2.09090909]
Anderson,[8],[0.],[234],South Carolina,[70],[0.42682927]
Bamberg,[0],[nan],[22],South Carolina,[12],[1.2]
Barnwell,[1],[inf],[45],South Carolina,[24],[1.14285714]
Beaufort,[14],[0.27272727],[376],South Carolina,[107],[0.39776952]
Berkeley,[16],[0.6],[230],South Carolina,[47],[0.2568306]
Calhoun,[1],[0.],[14],South Carolina,[7],[1.]
Charleston,[12],[0.71428571],[609],South Carolina,[157],[0.34734513]
Cherokee,[2],[inf],[34],South Carolina,[17],[1.]
Chester,[0],[nan],[74],South Carolina,[44],[1.46666667]
Chesterfield,[4],[3.],[180],South Carolina,[122],[2.10344828]
Clarendon,[39],[0.85714286],[301],South Carolina,[87],[0.40654206]
Colleton,[11],[1.75],[101],South Carolina,[68],[2.06060606]
Darlington,[9],[3.5],[284],South Carolina,[154],[1.18461538]
Dillon,[3],[inf],[162],South Carolina,[108],[2.]
Dorchester,[3],[0.],[164],South Carolina,[64],[0.64]
Edgefield,[2],[1.],[51],South Carolina,[22],[0.75862069]
Fairfield,[15],[6.5],[174],South Carolina,[138],[3.83333333]
Florence,[38],[1.53333333],[643],South Carolina,[318],[0.97846154]
Georgetown,[3],[0.],[73],South Carolina,[30],[0.69767442]
Greenville,[57],[0.5],[1469],South Carolina,[739],[1.01232877]
Greenwood,[1],[inf],[129],South Carolina,[80],[1.63265306]
Hampton,[0],[nan],[36],South Carolina,[10],[0.38461538]
Horry,[25],[0.5625],[417],South Carolina,[194],[0.86995516]
Jasper,[2],[1.],[41],South Carolina,[20],[0.95238095]
Kershaw,[14],[0.4],[329],South Carolina,[92],[0.38818565]
Lancaster,[5],[0.25],[130],South Carolina,[31],[0.31313131]
Laurens,[4],[3.],[67],South Carolina,[27],[0.675]
Lee,[16],[1.28571429],[217],South Carolina,[152],[2.33846154]
Lexington,[33],[1.2],[625],South Carolina,[255],[0.68918919]
Marion,[5],[1.5],[68],South Carolina,[32],[0.88888889]
Marlboro,[0],[nan],[161],South Carolina,[115],[2.5]
McCormick,[1],[0.],[8],South Carolina,[2],[0.33333333]
Newberry,[1],[0.],[60],South Carolina,[33],[1.22222222]
Oconee,[0],[nan],[50],South Carolina,[26],[1.08333333]
Orangeburg,[3],[0.5],[179],South Carolina,[102],[1.32467532]
Pickens,[3],[2.],[140],South Carolina,[83],[1.45614035]
Richland,[66],[0.94117647],[1485],South Carolina,[572],[0.62650602]
Saluda,[1],[inf],[144],South Carolina,[92],[1.76923077]
Spartanburg,[20],[0.81818182],[556],South Carolina,[261],[0.88474576]
Sumter,[18],[0.63636364],[378],South Carolina,[148],[0.64347826]
Unassigned,[0],[nan],[0],South Carolina,[0],[nan]
Union,[0],[nan],[36],South Carolina,[10],[0.38461538]
Williamsburg,[14],[6.],[233],South Carolina,[157],[2.06578947]
York,[7],[1.33333333],[398],South Carolina,[183],[0.85116279]
Aurora,[0],[nan],[25],South Dakota,[24],[24.]
Beadle,[5],[1.5],[252],South Dakota,[231],[11.]
Bon Homme,[0],[nan],[8],South Dakota,[4],[1.]
Brookings,[0],[nan],[16],South Dakota,[3],[0.23076923]
Brown,[1],[inf],[271],South Dakota,[229],[5.45238095]
Brule,[0],[nan],[0],South Dakota,[0],[nan]
Buffalo,[0],[nan],[17],South Dakota,[16],[16.]
Butte,[0],[nan],[0],South Dakota,[0],[nan]
Charles Mix,[0],[nan],[17],South Dakota,[12],[2.4]
Clark,[0],[nan],[4],South Dakota,[3],[3.]
Clay,[0],[nan],[15],South Dakota,[9],[1.5]
Codington,[0],[nan],[36],South Dakota,[22],[1.57142857]
Corson,[0],[nan],[4],South Dakota,[3],[3.]
Davison,[0],[nan],[15],South Dakota,[10],[2.]
Day,[0],[nan],[13],South Dakota,[9],[2.25]
Deuel,[0],[nan],[1],South Dakota,[0],[0.]
Dewey,[0],[nan],[0],South Dakota,[-1],[-1.]
